E_keV,dNdE,unc,,,,
4,0.000000075643,0.0000000000294687,,,,
8,0.000000149314,0.0000000000583804,,,,
12,0.000000220834,0.0000000000867354,,,,
16,0.000000290253,0.000000000114534,,,,
20,0.000000357606,0.000000000141776,,,,
24,0.000000422912,0.000000000168463,,,,
28,0.000000486566,0.000000000194593,,,,
32,0.000000548389,0.000000000220169,,,,
36,0.000000608386,0.00000000024519,,,,
40,0.000000666753,0.000000000269656,,,,
44,0.000000723873,0.000000000293588,,,,
48,0.000000779432,0.000000000316972,,,,
52,0.000000833516,0.000000000339808,,,,
56,0.000000886086,0.000000000362096,,,,
60,0.000000937808,0.000000000383846,,,,
64,0.000000988364,0.000000000405056,,,,
68,0.00000103764,0.000000000425722,,,,
72,0.00000108564,0.000000000445845,,,,
76,0.0000011324,0.000000000465423,,,,
80,0.00000117807,0.00000000048446,,,,
84,0.00000122278,0.000000000502956,,,,
88,0.00000126648,0.000000000520913,,,,
92,0.00000130906,0.000000000538328,,,,
96,0.00000135051,0.0000000005552,,,,
100,0.00000139085,0.000000000571531,,,,
110,0.00000149013,0.000000000611688,,,,
120,0.0000015991,0.000000000657068,,,,
130,0.0000017073,0.0000000007021,,,,
140,0.00000181462,0.000000000746781,,,,
150,0.00000192118,0.000000000791114,,,,
160,0.00000202696,0.000000000835098,,,,
170,0.00000213428,0.000000000879912,,,,
180,0.00000224228,0.0000000009251,,,,
190,0.00000235048,0.000000000970416,,,,
200,0.00000245892,0.00000000101586,,,,
210,0.00000256761,0.00000000106143,,,,
220,0.0000026769,0.00000000110731,,,,
230,0.0000027872,0.00000000115371,,,,
240,0.00000289807,0.0000000012004,,,,
250,0.00000300952,0.00000000124737,,,,
260,0.00000312156,0.00000000129464,,,,
270,0.00000323418,0.00000000134218,,,,
280,0.00000334781,0.00000000139023,,,,
290,0.00000346217,0.00000000143863,,,,
300,0.00000357724,0.00000000148739,,,,
310,0.00000369305,0.0000000015365,,,,
320,0.00000380959,0.00000000158596,,,,
330,0.00000392696,0.00000000163584,,,,
340,0.00000404519,0.00000000168612,,,,
350,0.0000041642,0.0000000017368,,,,
360,0.00000428401,0.00000000178785,,,,
370,0.00000440461,0.0000000018393,,,,
380,0.00000452602,0.00000000189113,,,,
390,0.00000464829,0.00000000194339,,,,
400,0.00000477137,0.00000000199604,,,,
410,0.00000489528,0.00000000204909,,,,
420,0.00000502,0.00000000210253,,,,
430,0.00000514553,0.00000000215638,,,,
440,0.0000052719,0.00000000221063,,,,
450,0.00000539909,0.00000000226528,,,,
460,0.0000055271,0.00000000232034,,,,
470,0.00000565593,0.0000000023758,,,,
480,0.00000578558,0.00000000243165,,,,
490,0.00000591605,0.00000000248791,,,,
500,0.00000604733,0.00000000254456,,,,
510,0.00000617941,0.00000000260162,,,,
520,0.00000631232,0.00000000265907,,,,
530,0.00000644603,0.00000000271692,,,,
540,0.00000658056,0.00000000277517,,,,
550,0.00000671586,0.00000000283381,,,,
560,0.00000685197,0.00000000289284,,,,
570,0.00000698887,0.00000000295227,,,,
580,0.00000712657,0.00000000301209,,,,
590,0.00000726506,0.00000000307231,,,,
600,0.00000740433,0.0000000031329,,,,
610,0.00000754437,0.00000000319388,,,,
620,0.00000768519,0.00000000325525,,,,
630,0.00000782679,0.00000000331701,,,,
640,0.00000796916,0.00000000337916,,,,
650,0.00000811231,0.00000000344168,,,,
660,0.00000825619,0.00000000350458,,,,
670,0.00000840083,0.00000000356785,,,,
680,0.00000854622,0.00000000363151,,,,
690,0.00000869238,0.00000000369554,,,,
700,0.00000883929,0.00000000375995,,,,
710,0.00000898692,0.00000000382473,,,,
720,0.00000913527,0.00000000388987,,,,
730,0.00000928437,0.00000000395538,,,,
740,0.0000094342,0.00000000402126,,,,
750,0.00000958476,0.00000000408751,,,,
760,0.00000973604,0.00000000415412,,,,
770,0.00000988801,0.00000000422109,,,,
780,0.0000100407,0.00000000428841,,,,
790,0.0000101941,0.00000000435609,,,,
800,0.0000103482,0.00000000442414,,,,
810,0.000010503,0.00000000449255,,,,
820,0.0000106585,0.00000000456129,,,,
830,0.0000108147,0.00000000463038,,,,
840,0.0000109715,0.00000000469983,,,,
850,0.0000111291,0.00000000476962,,,,
860,0.0000112873,0.00000000483977,,,,
870,0.0000114462,0.00000000491025,,,,
880,0.0000116058,0.00000000498106,,,,
890,0.000011766,0.00000000505222,,,,
900,0.0000119269,0.00000000512372,,,,
910,0.0000120885,0.00000000519555,,,,
920,0.0000122507,0.00000000526773,,,,
930,0.0000124135,0.00000000534022,,,,
940,0.000012577,0.00000000541303,,,,
950,0.0000127411,0.00000000548618,,,,
960,0.0000129058,0.00000000555966,,,,
970,0.0000130712,0.00000000563348,,,,
980,0.0000132373,0.0000000057076,,,,
990,0.0000134039,0.00000000578204,,,,
